,Taxa
5431,1.0694
5432,1.0680
5433,1.0603
5434,1.0627
5435,1.0698
5436,1.0496
5437,1.0499
5438,1.0462
5439,1.0410
5440,1.0146
5441,1.0202
5442,1.0201
5443,1.0168
5444,1.0183
5445,1.0124
5446,1.0204
5447,1.0182
5448,1.0222
5449,1.0221
5450,1.0232
5451,1.0241
5452,1.0264
5453,1.0328
5454,1.0364
5455,1.0388
5456,1.0443
5457,1.0321
5458,1.0280
5459,1.0313
5460,1.0339
5461,1.0388
5462,1.0340
5463,1.0345
5464,1.0392
5465,1.0437
5466,1.0474
5467,1.0474
5468,1.0466
5469,1.0385
5470,1.0316
5471,1.0315
5472,1.0382
5473,1.0382
5474,1.0434
5475,1.0456
5476,1.0479
5477,1.0473
5478,1.0535
5479,1.0627
5480,1.0585
5481,1.0572
5482,1.0639
5483,1.0634
5484,1.0690
5485,1.0685
5486,1.0676
5487,1.0622
5488,1.0645
5489,1.0732
5490,1.0735
5491,1.0786
5492,1.0799
5493,1.0667
5494,1.0564
5495,1.0589
5496,1.0597
5497,1.0604
5498,1.0666
5499,1.0630
5500,1.0614
5501,1.0634
5502,1.0581
5503,1.0586
5504,1.0646
5505,1.0636
5506,1.0668
5507,1.0786
5508,1.0787
5509,1.0765
5510,1.0867
5511,1.0778
5512,1.0818
5513,1.0812
5514,1.0726
5515,1.0752
5516,1.0772
5517,1.0772
5518,1.0742
5519,1.0711
5520,1.0692
5521,1.0815
5522,1.0898
5523,1.0928
5524,1.0896
5525,1.0864
5526,1.0915
5527,1.1012
5528,1.0966
5529,1.0901
5530,1.0949
5531,1.0932
5532,1.0891
5533,1.0953
5534,1.0863
5535,1.0908
5536,1.0834
5537,1.0866
5538,1.0899
5539,1.0887
5540,1.0986
5541,1.1018
5542,1.1031
5543,1.1037
5544,1.0969
5545,1.0992
5546,1.1163
5547,1.1232
5548,1.1253
5549,1.1176
5550,1.1238
5551,1.1244
5552,1.1312
5553,1.1342
5554,1.1333
5555,1.1246
5556,1.1292
5557,1.1263
5558,1.1337
5559,1.1337
5560,1.1338
5561,1.1384
5562,1.1410
5563,1.1529
5564,1.1582
5565,1.1584
5566,1.1567
5567,1.1572
5568,1.1575
5569,1.1616
5570,1.1612
5571,1.1626
5572,1.1653
5573,1.1744
5574,1.1520
5575,1.1569
5576,1.1659
5577,1.1632
5578,1.1743
5579,1.1790
5580,1.1789
